placeId,name,category,categories,type,address,postcode,district,corridor,city,phone,website,instagram,facebook,email,googleMapsUri,lat,lng,rating,reviews,businessStatus
"ChIJqdDPVV0FdkgRJOAoDQucNdE","Atelier by Khosh - The Tailor","Fashion & Apparel","Fashion & Apparel","Services","4 Landor Rd, London","SW9 9PP","SW9","Brixton","London","+44 7946 843030","http://www.atelierbykhosh.co.uk/","","","","https://maps.google.com/?cid=15075126898971959332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.465235199999995","-0.1288476","5","679","OPERATIONAL"
"ChIJLTXBQGYEdkgRnrJpNfMmcrQ","Bambinos Childrens Wear","Fashion & Apparel","Fashion & Apparel","Clothing store","31 Brixton Station Rd, London","SW9 8PB","SW9","Brixton","London","+44 20 7733 4838","http://www.bambinos-online.com/","","","","https://maps.google.com/?cid=13002497900187071134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4633416","-0.11306279999999999","4.5","8","OPERATIONAL"
"ChIJ5a7kFmYEdkgRlFeQFj_yzvo","Banana Collections","Fashion & Apparel","Fashion & Apparel","Clothing store","29 Brixton Station Rd, London","SW9 8PB","SW9","Brixton","London","","","","","","https://maps.google.com/?cid=18072648707459798932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4633494","-0.1131264","5","1","OPERATIONAL"
"ChIJm4FwAmYEdkgREDglbBsIgK8","Bella West","Fashion & Apparel","Fashion & Apparel","Clothing store","Granville Arcade, Unit 76 Coldharbour Ln, London","SW9 8PR","SW9","Brixton","London","","","","","","https://maps.google.com/?cid=12646116667527870480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4624417","-0.1118706","5","6","OPERATIONAL"
"ChIJLdMBvc8DdkgRe6qTgFMDE1E","Best of Both Boutique","Fashion & Apparel","Fashion & Apparel","Women's clothing store","17 Brixton Station Rd, London","SW9 8PB","SW9","Brixton","London","+44 7955 390277","http://bestofbothboutique.co.uk/","","","","https://maps.google.com/?cid=5842016798803995259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.463329699999996","-0.11372270000000001","5","59","OPERATIONAL"
"ChIJmXJWM2YEdkgRmRxX0gF2lxk","Brixton Community Market Traders","Fashion & Apparel","Fashion & Apparel","Market","16 Brixton Station Rd, London","SW9 8PD","SW9","Brixton","London","+44 20 7274 2990","","","","","https://maps.google.com/?cid=1844072322627476633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461888699999996","-0.1134063","3.7","3","OPERATIONAL"
"ChIJkUUNgWgEdkgRsPU8u9qaQ-4","Brixton Market","Fashion & Apparel","Fashion & Apparel","Market","Electric Ave, London","SW9 8JX","SW9","Brixton","London","","","","","","https://maps.google.com/?cid=17168736468701345200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461850999999996","-0.11400750000000001","4.4","6654","OPERATIONAL"
"ChIJyddhAmYEdkgRb_XnhHZRhow","Brixton Station Road Market","Fashion & Apparel","Fashion & Apparel","Market","Brixton Station Rd, London","SW9 8PD","SW9","Brixton","London","+44 7944 787336","","","","","https://maps.google.com/?cid=10125870381666923887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4634243","-0.11430200000000001","4.2","49","OPERATIONAL"
"ChIJ2UaESAAFdkgReucoa2gCWgg","Brixton street wear","Fashion & Apparel","Fashion & Apparel","Clothing store","Brixton Village, Coldharbour Ln, London","SW9 8PS","SW9","Brixton","London","+44 7469 447135","","","","","https://maps.google.com/?cid=601796147705079674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4625336","-0.1122025","5","23","OPERATIONAL"
"ChIJx9r5NWUEdkgRJY0mTciVn-k","Brixton Village Market","Fashion & Apparel","Fashion & Apparel","Market","Coldharbour Ln, London","SW9 8PS","SW9","Brixton","London","+44 20 7274 2990","https://www.brixtonvillage.com/","","","","https://maps.google.com/?cid=16834338619654573349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4624528","-0.1121972","4.6","6609","OPERATIONAL"
"ChIJy1HlhPkFdkgRBKwR7HY0eH8","Chasing Money","Fashion & Apparel","Fashion & Apparel","Clothing store","Yates Court, 17-19 Stockwell Rd, London","SW9 9AU","SW9","Brixton","London","+44 7949 981763","http://www.chasing-money.com/","","","","https://maps.google.com/?cid=9185149125393492996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.471944799999996","-0.12178849999999998","5","3","OPERATIONAL"
"ChIJEe-5Sm8EdkgR9ze50_3dJ7I","Diverse","Fashion & Apparel","Fashion & Apparel","Gift shop","390 Coldharbour Ln, London","SW9 8LF","SW9","Brixton","London","+44 20 7733 1488","http://www.diversegifts.co.uk/","","","","https://maps.google.com/?cid=12837473345091483639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4617946","-0.11276589999999999","4.8","74","OPERATIONAL"
"ChIJ_4FQGZ8FdkgRAA-KURkKX1o","Elleet","Fashion & Apparel","Fashion & Apparel","Clothing store","Brixton Rd, London","SW9 7AA","SW9","Brixton","London","+44 7824 698387","","","","","https://maps.google.com/?cid=6511934690059489024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4717171","-0.1128483","5","6","OPERATIONAL"
"ChIJpZIThmgEdkgREpscX0qzMJw","Heels Etc London","Fashion & Apparel","Fashion & Apparel","Services","19 Electric Ln, London","SW9 8LA","SW9","Brixton","London","+44 7375 325501","","","","","https://maps.google.com/?cid=11254692600803531538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461855","-0.11398839999999999","4.6","93","OPERATIONAL"
"ChIJjwd4T0wFdkgRhgNhrrVAZ70","Iamsofabulous boutique","Fashion & Apparel","Fashion & Apparel","Store","422 Brixton Rd, London","SW9 7AE","SW9","Brixton","London","+44 7957 499069","","","","","https://maps.google.com/?cid=13647948344828429190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.46416180000001","-0.1146113","4.5","2","OPERATIONAL"
"ChIJuUpICu4FdkgRalav3o54IZs","Indie Bride London","Fashion & Apparel","Fashion & Apparel","Clothing store","The Co-op Centre, 90 Brixton Rd, London","SW9 6BE","SW9","Brixton","London","+44 20 7735 4678","http://www.indiebridelondon.co.uk/","","","","https://maps.google.com/?cid=11178348305127003754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4776123","-0.1127297","4.9","117","OPERATIONAL"
"ChIJKah3fWgEdkgRcnLU-2Q1HrA","Kokobina Alterations, Clothing Repairs & Made to Measure Clothing","Fashion & Apparel","Fashion & Apparel","Services","11, Reliance Arcade, London","SW9 8JZ","SW9","Brixton","London","+44 7521 990113","http://www.twitter.com/LeBrixtonTailor","","","","https://maps.google.com/?cid=12690639507814642290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461968399999996","-0.11486719999999997","4.5","31","OPERATIONAL"
"ChIJS-JLya4FdkgRGthEuEwn-Q4","Ladies Girdle - The Best Waist Trainer ,fajas","Fashion & Apparel","Fashion & Apparel","Clothing store","28 Atlantic Rd, London","SW9 8JA","SW9","Brixton","London","+44 20 3417 2270","http://www.ladiesgirdle.co.uk/","","","","https://maps.google.com/?cid=1078936796194461722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4625636","-0.1131546","5","578","OPERATIONAL"
"ChIJy6FSmoup2EcRUYrFLM0dels","Lalune London","Fashion & Apparel","Fashion & Apparel","Jewelry store","Lalune, 24 Market Row, London","SW9 8LB","SW9","Brixton","London","+44 7511 641910","http://lalunelondon.com/","","","","https://maps.google.com/?cid=6591613771666786897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4619448","-0.11341769999999998","4.9","53","OPERATIONAL"
"ChIJf3B-AdkFdkgR6_giTKR_2KQ","Lekan Aare Couture","Fashion & Apparel","Fashion & Apparel","Services","Flat 26, Newark House, loughborough estate, London","SW9 7SH","SW9","Brixton","London","+44 7426 199842","https://lekanaare.com/","","","","https://maps.google.com/?cid=11878384360818407659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4689835","-0.10651039999999999","","","OPERATIONAL"
"ChIJ5x9QqWgEdkgRQM3g8mE6ay8","Leona","Fashion & Apparel","Fashion & Apparel","Clothing store","Brixton Village, Unit 5 Coldharbour Ln, London","SW9 8PR","SW9","Brixton","London","+44 7903 860196","","","","","https://maps.google.com/?cid=3416888934651710784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462105","-0.1116503","5","8","OPERATIONAL"
"ChIJpwNgDrcFdkgRfPsnCXuPYGQ","Loved again","Fashion & Apparel","Fashion & Apparel","Furniture store","140 Stockwell Rd, London","SW9 9TQ","SW9","Brixton","London","+44 7518 980657","","","","","https://maps.google.com/?cid=7232938760154381180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4673832","-0.11809129999999998","4.5","38","OPERATIONAL"
"ChIJk4gl-X4FdkgRAqZQQEkx4HU","Lucky stars clothing","Fashion & Apparel","Fashion & Apparel","Clothing store","Denmark Hill, London","DY5 7TT","DY5","Brixton","London","+44 7494 861588","","","","","https://maps.google.com/?cid=8493843087902156290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4659993","-0.11528969999999998","","","OPERATIONAL"
"ChIJAftwdWgEdkgRDPYnGF3s9f4","Morleys Brixton","Fashion & Apparel","Fashion & Apparel","Department store","472-488 Brixton Rd, London","SW9 8EH","SW9","Brixton","London","+44 20 7274 6246","https://www.elyswimbledon.co.uk/pages/morleys-brixton","","","","https://maps.google.com/?cid=18371850139509192204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462571399999995","-0.1153399","4.1","1171","OPERATIONAL"
"ChIJZTmP5b4FdkgRxQKVtzsbO8A","Nazu Cultural Shop","Fashion & Apparel","Fashion & Apparel","Clothing store","Unit 18, 416 Brixton Rd, London","SW9 7AY","SW9","Brixton","London","+44 7940 276776","","","","","https://maps.google.com/?cid=13851695022205108933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4645738","-0.11458620000000001","5","28","OPERATIONAL"
"ChIJj_yJSpMFdkgRUQuTcPbjfiI","No 52 London","Fashion & Apparel","Fashion & Apparel","Women's clothing store","52 Granville Aracde, London","SW9 8PS","SW9","Brixton","London","+44 7599 528278","","","","","https://maps.google.com/?cid=2485674691945237329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462493099999996","-0.11181350000000001","","","OPERATIONAL"
"ChIJRdbjy3QFdkgRRP33Z4ateJg","Paloma Fixies","Fashion & Apparel","Fashion & Apparel","Clothing store","Unit 29, Barret House, 77 Benedict Rd, London","SW9 0UN","SW9","Brixton","London","+44 7960 904666","","","","","https://maps.google.com/?cid=10986722083751853380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4664356","-0.11550539999999998","5","3","OPERATIONAL"
"ChIJxy6Lq2gEdkgRLu6IXLr7KNc","Rachel & Malika's","Fashion & Apparel","Fashion & Apparel","Gift shop","Granville Arcade, Coldharbour Ln, London","SW9 8PR","SW9","Brixton","London","+44 7988 318125","http://www.rachelandmalikas.com/","","","","https://maps.google.com/?cid=15503918495057899054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462680299999995","-0.11189579999999999","4.6","12","OPERATIONAL"
"ChIJ7z9cEmgEdkgRA9tYq8yc4CA","Risky","Fashion & Apparel","Fashion & Apparel","Women's clothing store","510 Brixton Rd, London","SW9 8EN","SW9","Brixton","London","+44 20 7924 0322","","","","","https://maps.google.com/?cid=2369065806858869507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4615977","-0.11573280000000001","3.2","9","OPERATIONAL"
"ChIJF8HHA2YEdkgRzG92x4OGwdg","Rose & Thorn","Fashion & Apparel","Fashion & Apparel","Jewelry store","Granville Arcade, Unit 75 Coldharbour Ln, London","SW9 8PR","SW9","Brixton","London","+44 20 3417 9550","http://www.roseandthornbrixton.co.uk/","","","","https://maps.google.com/?cid=15618912883242856396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462416","-0.11190209999999999","4.6","8","OPERATIONAL"
"ChIJYyvpo2gEdkgRAYl9yVrb4vc","Simply Fabrics","Fashion & Apparel","Fashion & Apparel","Home goods store","The Metropolis, 57 Atlantic Rd, London","SW9 8PU","SW9","Brixton","London","+44 20 3602 0723","https://www.simplyfabrics.co.uk/","","","","https://maps.google.com/?cid=17862080255078795521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4616882","-0.11151549999999999","4.4","143","OPERATIONAL"
"ChIJTyCUwckFdkgRJaUDumWQMQU","Sloe Vintage","Fashion & Apparel","Fashion & Apparel","Clothing store","Unit 38, Brixton Village, London","SW9 8PR","SW9","Brixton","London","","http://sloevintage.co.uk/","","","","https://maps.google.com/?cid=374239010635359525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462493099999996","-0.11181350000000001","4.8","17","OPERATIONAL"
"ChIJoSaprEIEdkgRCyz0ju4dxqs","SOMEWHERE Agency","Fashion & Apparel","Fashion & Apparel","Wholesaler","3 - 4, The Stableyard, Broomgrove Rd, London","SW9 9TL","SW9","Brixton","London","+44 20 7274 1633","https://somewhereagency.com/","","","","https://maps.google.com/?cid=12377613536312175627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.468353699999994","-0.1173761","5","3","OPERATIONAL"
"ChIJAdaT7TQFdkgRJjByM7Ran6c","Tasha's Chic Boutique","Fashion & Apparel","Fashion & Apparel","Clothing store","33-35, Reliance Arcade, London","SW9 8JZ","SW9","Brixton","London","+44 7878 284727","https://www.tashaschicboutique.com/","","","","https://maps.google.com/?cid=12078472455634694182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4618526","-0.11525289999999999","5","21","OPERATIONAL"
"ChIJA23lO4cFdkgRTEhrnIbGBhg","The Sneaker Cleaner","Fashion & Apparel","Fashion & Apparel","Services","Brixton Village, Unit 57 Granville Arcade, Coldharbour Ln, London","SW9 8PR","SW9","Brixton","London","+44 20 8168 0580","https://thesneakercleaner.co.uk/","","","","https://maps.google.com/?cid=1731289388222728268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.462493099999996","-0.11181350000000001","","","OPERATIONAL"
"ChIJn6RR3aoJdkgR_b7sbMbeqJU","The Style Closet","Fashion & Apparel","Fashion & Apparel","Women's clothing store","54 High St, Ewell, Epsom","KT17 1RW","KT17","Brixton","Epsom","+44 7568 405327","http://www.thestylecloset.boutique/","","","","https://maps.google.com/?cid=10784114251550998269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.3485054","-0.24967319999999996","4.4","33","OPERATIONAL"
"ChIJlW5OqEAFdkgR_mqtQqpfIVs","ukbestjeans","Fashion & Apparel","Fashion & Apparel","Clothing store","420 Brixton Rd, London","SW9 7AY","SW9","Brixton","London","+44 7401 087438","https://ukbestjeans.com/","","","","https://maps.google.com/?cid=6566634916550634238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4643101","-0.1146645","5","1","OPERATIONAL"
"ChIJAftwdWgEdkgRHRq_iC4DvK0","United Colors of Benetton","Fashion & Apparel","Fashion & Apparel","Clothing store","MORLEY'S STORES, 472-488 Brixton Rd, London","SW9 8EH","SW9","Brixton","London","+44 20 7274 6246","https://gb.benetton.com/?_r=no","","","","https://maps.google.com/?cid=12518884562580740637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4624342","-0.11536690000000001","3.9","11","OPERATIONAL"
"ChIJe3bpu2cEdkgRRo3h3E_dYsw","Upstairs at The Department Store","Fashion & Apparel","Fashion & Apparel","Association / Organization","10 Stockwell Ave, London","SW9 8BQ","SW9","Brixton","London","+44 20 8050 4369","https://upstairsbrixton.com/","","","","https://maps.google.com/?cid=14727577066532867398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.464130399999995","-0.11551739999999999","4.7","343","OPERATIONAL"
"ChIJvc4w4t8FdkgRiUtOfdA917Y","USC","Fashion & Apparel","Fashion & Apparel","Clothing store","20, 24a Pope's Rd, London","SW9 8JH","SW9","Brixton","London","+44 343 777 1806","https://www.usc.co.uk/stores/brixton-store-1806","","","","https://maps.google.com/?cid=13175067200560450441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4630177","-0.11237","3.7","6","OPERATIONAL"
"ChIJSz5F6DkFdkgRPMs9UwId6dE","Waistrainer uk","Fashion & Apparel","Fashion & Apparel","Women's clothing store","Unit 6, RELIANCE Arcade, 455 Brixton Rd, London","SW9 8JZ","SW9","Brixton","London","+44 7944 368531","http://www.waistraineruk.com/","","","","https://maps.google.com/?cid=15125652719324220220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4619784","-0.11500339999999999","4.9","126","OPERATIONAL"
"ChIJu2jSRlYFdkgRapobOTeHssk","Black Culture Market","Fashion & Apparel","Fashion & Apparel","Market","Lambeth Town Hall, 1 Brixton Hill, London","SW2 1RW","SW2","Brixton / Tulse Hill","London","","http://www.blackculturemarket.co.uk/","","","","https://maps.google.com/?cid=14533827618729073258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4608621","-0.1165806","4.9","55","OPERATIONAL"
"ChIJeccilEMFdkgRaYdDBdK0l6E","Bleaq Showroom & Studio","Fashion & Apparel","Fashion & Apparel","Store","The Link Business Centre, 49 Effra Rd, London","SW2 1BZ","SW2","Brixton / Tulse Hill","London","+44 7793 074403","https://www.bleaq.store/","","","","https://maps.google.com/?cid=11643974175714150249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.458555","-0.11431709999999999","5","7","OPERATIONAL"
"ChIJH7HA9f0FdkgRadH_DF7m9QI","Clarissas Boutique","Fashion & Apparel","Fashion & Apparel","Women's clothing store","Unit B10, The Link Business Centre, 49 Effra Rd, London","SW2 1BZ","SW2","Brixton / Tulse Hill","London","+44 7960 159690","https://clarissasboutique.co.uk/","","","","https://maps.google.com/?cid=213329848989372777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.458555","-0.11431709999999999","4.4","7","OPERATIONAL"
