placeId,name,category,categories,type,address,postcode,district,corridor,city,phone,website,instagram,facebook,email,googleMapsUri,lat,lng,rating,reviews,businessStatus,borough
"ChIJp8wTIQoFdkgRfj2LIu5mKkM","L & V Art and Design","Art & Culture","Art & Culture","Art gallery","Unit E7, The Imperial Laundry, 87 Warriner Gardens, London","SW11 4XW","SW11","Battersea","London","+44 7867 800178","https://www.landvdesign.com/","","","","https://maps.google.com/?cid=4839793922530819454&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4742391","-0.15864979999999998","5","1","OPERATIONAL","Wandsworth"
"ChIJN0GfraUFdkgRzi1OP5zpNiM","London Fine Art Studios","Art & Culture","Art & Culture","Educational institution","Unit 101, Battersea Business Centre, 99-109 Lavender Hill, London","SW11 5QL","SW11","Battersea","London","+44 20 7223 2360","http://www.londonfineartstudios.com/","","","","https://maps.google.com/?cid=2537472297356111310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4652776","-0.15512209999999998","4.8","26","OPERATIONAL","Wandsworth"
"ChIJTRg8beoFdkgR_DiMSvow9eU","Lucinda Dalton Gallery","Art & Culture","Art & Culture","Art gallery","Northcote Rd, London","SW11 6HX","SW11","Battersea","London","","","","","","https://maps.google.com/?cid=16570204255530268924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4536188","-0.1638579","","","OPERATIONAL","Wandsworth"
"ChIJJ4PM8S0ddkgR4K2IQV7SNvk","Matt's Gallery","Art & Culture","Art & Culture","Art gallery","6 Charles Clowes Walk, London","SW11 7AN","SW11","Battersea","London","+44 20 8067 3842","https://www.mattsgallery.org/","","","","https://maps.google.com/?cid=17957771866454666720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4810376","-0.1324285","4.8","44","OPERATIONAL","Wandsworth"
"ChIJG3mjUegFdkgRUEcI0Zgul3k","Mulryan Gallery","Art & Culture","Art & Culture","Art gallery","47 Nine Elms Ln, London","SW11 7DH","SW11","Battersea","London","","http://www.mulryan-gallery.com/","","","","https://maps.google.com/?cid=8761522833949476688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4822026","-0.1358266","","","OPERATIONAL","Wandsworth"
"ChIJ82LqlQUFdkgRU9nnDRZ-9Jo","Pump House Gallery","Art & Culture","Art & Culture","Art gallery","Battersea Park, London","SW11 4NJ","SW11","Battersea","London","+44 20 3959 0021","https://enablelc.org/events/venuehire/battersea-park-pump-house-gallery/","","","","https://maps.google.com/?cid=11165688009345980755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.479016099999996","-0.1547568","4.1","64","OPERATIONAL","Wandsworth"
"ChIJ63JmiQkFdkgRtfy6WuBS-Ps","Quantum Contemporary Art","Art & Culture","Art & Culture","Art gallery","87 Warriner Gardens, London","SW11 4XW","SW11","Battersea","London","+44 20 7498 6868","http://www.quantumart.co.uk/","","","","https://maps.google.com/?cid=18156353021292510389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4742891","-0.1587264","5","7","OPERATIONAL","Wandsworth"
"ChIJS0b4_ksFdkgRPy8PBx-i0UA","The Artist's Cup","Art & Culture","Art & Culture","Art gallery","22 Battersea Rise, London","SW11 1EE","SW11","Battersea","London","","https://theartistscup.com/","","","","https://maps.google.com/?cid=4670692542706036543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4610838","-0.1642257","5","15","OPERATIONAL","Wandsworth"
"ChIJ5R48bb4FdkgRMjAZ8aH5n30","THE LAST SUPPER art gallery","Art & Culture","Art & Culture","Art gallery","38 Webb's Rd, London","SW11 6SF","SW11","Battersea","London","+44 20 7223 8900","http://www.the-lastsupper.com/","","","","https://maps.google.com/?cid=9052228249967996978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4564435","-0.1627533","5","8","OPERATIONAL","Wandsworth"
"ChIJT6jGbb4FdkgRT8AOd4rStDU","Webbs Fine Art Gallery","Art & Culture","Art & Culture","Art gallery","1 Burland Rd, London","SW11 6SA","SW11","Battersea","London","+44 20 7223 1733","http://www.webbsfineartgallery.co.uk/","","","","https://maps.google.com/?cid=3869949471962873935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.456393","-0.1623642","4.7","42","OPERATIONAL","Wandsworth"
"ChIJ39hWsssPdkgRgLTwhgAA4EY","BobCat Gallery","Art & Culture","Art & Culture","point_of_interest","Putney Exchange Shopping Centre, London","SW15 1TW","SW15","Putney","London","","http://www.bobcatgallery.co.uk/","","","","https://maps.google.com/?cid=5107081979702064256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4632054","-0.21662789999999998","4.7","7","OPERATIONAL","Wandsworth"
"ChIJZ-9cyg4PdkgRR9-Rd1gnZBQ","The Russell Gallery","Art & Culture","Art & Culture","Art gallery","12 Lower Richmond Rd., London","SW15 1JP","SW15","Putney","London","+44 20 8780 5228","http://www.russell-gallery.com/","","","","https://maps.google.com/?cid=1469342639346278215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.467234399999995","-0.2180614","4.8","12","OPERATIONAL","Wandsworth"
"ChIJ4UHib4MPdkgRmv2XnLoQwSU","The Upstart Gallery","Art & Culture","Art & Culture","Art gallery","161 Lower Richmond Rd., London","SW15 1HH","SW15","Putney","London","+44 7989 906415","http://www.theartbuyer.co.uk/","","","","https://maps.google.com/?cid=2720474043585658266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4683016","-0.2242799","5","1","OPERATIONAL","Wandsworth"
"ChIJF4qerAMPdkgRjt7QHYHjeaY","Daphne Stephenson Art","Art & Culture","Art & Culture","art_studio","10, Wimbledon Art Studios, Riverside Yard, London","SW17 0BB","SW17","Tooting","London","+44 7709 431680","https://www.daphne-stephenson.com/www.daphnestephensonshop.com","","","","https://maps.google.com/?cid=11995869226168540814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.432612999999996","-0.18767699999999998","5","3","OPERATIONAL","Wandsworth"
"ChIJ7dscdFUPdkgR0h2X0fPhpHA","Delta House Studios","Art & Culture","Art & Culture","Art studio","The Swan Centre, Riverside Rd, London","SW17 0BA","SW17","Tooting","London","+44 330 122 6771","http://deltahousestudios.co.uk/","","","","https://maps.google.com/?cid=8116860865738120658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4333343","-0.1886302","4.8","52","OPERATIONAL","Wandsworth"
"ChIJ3ziIrtsFdkgRdKt9qx51lD4","gallerymidnight","Art & Culture","Art & Culture","Art gallery","12 Ritherdon Rd, London","SW17 8QD","SW17","Tooting","London","+44 20 8772 4747","http://www.gallerymidnight.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary","","","","https://maps.google.com/?cid=4509357901491317620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.438185499999996","-0.15550490000000003","4.9","19","OPERATIONAL","Wandsworth"
"ChIJpb7ghQkHdkgRRRG9bxI3Vck","Love Art Tooting","Art & Culture","Art & Culture|Kids & Family","Art gallery","Unit 24b, 21-23 Tooting High St, London","SW17 0SN","SW17","Tooting","London","","https://www.instagram.com/love_art_tooting/","https://www.instagram.com/love_art_tooting/","","","https://maps.google.com/?cid=14507562326967521605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.428810899999995","-0.16587449999999998","5","8","OPERATIONAL","Wandsworth"
"ChIJvRWSoEwHdkgRBy_MFLzSvJU","Maat African Art","Art & Culture","Art & Culture","Art gallery","Until 16, 21 - 23 Tooting High St, London","SW17 0SN","SW17","Tooting","London","+44 7939 076033","https://maatafricanart.co.uk/","","","","https://maps.google.com/?cid=10789730512517476103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4289129","-0.1663327","5","68","OPERATIONAL","Wandsworth"
"ChIJAzebnd4FdkgRGks-ygfhKBg","MAGAN Gallery London","Art & Culture","Art & Culture","Art gallery","16 Trinity Rd, London","SW17 7RE","SW17","Tooting","London","+44 7934 220685","http://magangallery.com/","","","","https://maps.google.com/?cid=1740888679552797466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.436056","-0.16015649999999998","4.2","10","OPERATIONAL","Wandsworth"
"ChIJAxMFmOkFdkgRVzPYQ74xlFM","Oliver Contemporary","Art & Culture","Art & Culture","Art gallery","17 Bellevue Rd, London","SW17 7EG","SW17","Tooting","London","+44 20 8767 8822","http://www.olivercontemporary.co.uk/","","","","https://maps.google.com/?cid=6022493294952985431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.445206999999996","-0.16637249999999998","4.8","4","OPERATIONAL","Wandsworth"
"ChIJj1Ocb1UPdkgRYqSGxmuwgFc","Wimbledon Art Studios","Art & Culture","Art & Culture","Art studio","Riverside Yard, 10 Riverside Yard, London","SW17 0BB","SW17","Tooting","London","+44 20 8947 1183","http://wimbledonartstudios.co.uk/","","","","https://maps.google.com/?cid=6305233455257396322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.432612999999996","-0.18767699999999998","4.8","175","OPERATIONAL","Wandsworth"
"ChIJnfoutOUFdkgRM33OexvymKM","art-K Wandsworth","Art & Culture","Art & Culture","Educational institution","93 East Hill, London","SW18 2QD","SW18","Wandsworth / Earlsfield","London","+44 20 4635 5750","https://www.art-k.co.uk/class-wandsworth","","","","https://maps.google.com/?cid=11788438224497442099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4572381","-0.1868212","5","9","OPERATIONAL","Wandsworth"
"ChIJVVXyAVkPdkgRkRKxdX-mJr0","Atkinsons'Kram Gallery","Art & Culture","Art & Culture","Art gallery","302 Garratt Ln, London","SW18 4EH","SW18","Wandsworth / Earlsfield","London","+44 7903 816492","http://kram-gallery.org/","","","","https://maps.google.com/?cid=13629764388648981137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.444235299999995","-0.1905964","5","1","OPERATIONAL","Wandsworth"
"ChIJMc1rAlkPdkgRD6ZTm0njUcY","La Galleria","Art & Culture","Art & Culture","Store","298 Garratt Ln, London","SW18 4EH","SW18","Wandsworth / Earlsfield","London","+44 20 8874 9838","http://www.lagallerialondon.com/","","","","https://maps.google.com/?cid=14290452997901362703&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.444342899999995","-0.1906347","4.6","52","OPERATIONAL","Wandsworth"
"ChIJR59ALdcEdkgRJnhr62IZ8yI","Studio Artnuances Ltd","Art & Culture","Art & Culture","Art gallery","Battersea Reach, unit A, Ensign House, Juniper Dr, London","SW18 1TA","SW18","Wandsworth / Earlsfield","London","+39 324 889 4309","http://www.artnuances.com/","","","","https://maps.google.com/?cid=2518384529277417510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4639811","-0.184103","5","1","OPERATIONAL","Wandsworth"
"ChIJtw2VQocFdkgR3S4ExhsxCN4","The FTSQ Gallery","Art & Culture","Art & Culture","Art gallery","25 John Archer Way, London","SW18 2TQ","SW18","Wandsworth / Earlsfield","London","+44 7971 858894","http://www.ftsqgallery.co.uk/","","","","https://maps.google.com/?cid=15999091671589727965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4543073","-0.17539059999999998","5","1","OPERATIONAL","Wandsworth"
"ChIJSaUO3w0FdkgRnNOVX14hEyQ","WIP Space Studios","Art & Culture","Art & Culture","point_of_interest","Wentworth House, Dormay St, London","SW18 1EY","SW18","Wandsworth / Earlsfield","London","","http://www.wipspace.co.uk/","","","","https://maps.google.com/?cid=2599458099137205148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.459279599999995","-0.1942777","4.8","12","OPERATIONAL","Wandsworth"
"ChIJEfgOUc4PdkgRonNNpdhwDHk","Your Creative Space","Art & Culture","Art & Culture","Educational institution","345 Garratt Ln, London","SW18 4DX","SW18","Wandsworth / Earlsfield","London","+44 20 8037 8286","http://www.yourcreativespace.org/","","","","https://maps.google.com/?cid=8722470654098371490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4460853","-0.1891671","4.9","71","OPERATIONAL","Wandsworth"
"ChIJ_3GxtbsLdkgRBUYUTscCFgw","Ad Lib Gallery","Art & Culture","Art & Culture","Art gallery","10 Church Rd, London","SW19 5DL","SW19","Wimbledon / Southfields edge","London","+44 20 8944 8909","https://adlib.online/","","","","https://maps.google.com/?cid=870886632974468613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4257467","-0.21706050000000002","4.9","20","OPERATIONAL","Wandsworth"
"ChIJeYQ3fB4JdkgRaBhCF3tIIjA","art-K Wimbledon Chase","Art & Culture","Art & Culture","Educational institution","152 Merton Hall Rd, London","SW19 3PZ","SW19","Wimbledon / Southfields edge","London","+44 20 4641 7442","https://www.art-k.co.uk/class-wimbledon-chase/","","","","https://maps.google.com/?cid=3468414356537088104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4110367","-0.2094547","4.7","23","OPERATIONAL","Wandsworth"
"ChIJbWD7Xv4JdkgRuqvrKw3bBuM","Artfully Sorted","Art & Culture","Art & Culture","general_contractor","Brewery Tap, 60 High St, London","SW19 5EE","SW19","Wimbledon / Southfields edge","London","+44 7907 154383","http://www.artfullysorted.com/","","","","https://maps.google.com/?cid=16359003546087828410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.425441","-0.2187211","5","19","OPERATIONAL","Wandsworth"
"ChIJgXfTjtsJdkgRjg5GT0yotPE","Arty Corner","Art & Culture","Art & Culture","Art gallery","2-4 Leopold Rd, London","SW19 7BD","SW19","Wimbledon / Southfields edge","London","+44 800 644 2789","https://artycorner.uk/","","","","https://maps.google.com/?cid=17416730704649522830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.427319399999995","-0.20008279999999998","5","45","OPERATIONAL","Wandsworth"
"ChIJySVLqbAIdkgR9_qxY4p2WlU","Aubergine Art Gallery & Picture Framing","Art & Culture","Art & Culture","Art gallery","1 Queen's Rd, London","SW19 8NG","SW19","Wimbledon / Southfields edge","London","+44 20 8947 7838","http://aubergineart.co.uk/","","","","https://maps.google.com/?cid=6150358577878006519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4205737","-0.2044587","4.5","47","OPERATIONAL","Wandsworth"
"ChIJ_6Slf84IdkgRGy3JgSLcC48","Clarendon Fine Art Wimbledon","Art & Culture","Art & Culture","Art gallery","37 High Street Wimbledon, London","SW19 5BY","SW19","Wimbledon / Southfields edge","London","+44 20 8947 9210","https://clarendonfineart.com/collections/wimbledon?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=wimbledon","","","","https://maps.google.com/?cid=10307574212931955995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4253869","-0.21988719999999998","4.8","21","OPERATIONAL","Wandsworth"
"ChIJs8wgZvYJdkgRycIVXqM8ndI","Delta House Studios 2","Art & Culture","Art & Culture","Art studio","Studio Way Lombard Industrial Estate, London","SW19 3EU","SW19","Wimbledon / Southfields edge","London","+44 330 122 6771","http://www.deltahousestudios.co.uk/","","","","https://maps.google.com/?cid=15176352991664259785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4099502","-0.1897694","4.4","14","OPERATIONAL","Wandsworth"
"ChIJ-cMLp7wIdkgRe2m0SMJLcus","Gallery 128","Art & Culture","Art & Culture","Store","128 Kingston Rd, London","SW19 1LY","SW19","Wimbledon / Southfields edge","London","+44 20 8540 6479","http://www.gallery128.co.uk/","","","","https://maps.google.com/?cid=16965706044073601403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.414932099999994","-0.1999984","4.8","33","OPERATIONAL","Wandsworth"
"ChIJQRj7qLcIdkgRxHjxby4FqjY","Merton Arts Space","Art & Culture","Art & Culture","Event venue","Wimbledon Reference Library, Compton Rd, London","SW19 7QA","SW19","Wimbledon / Southfields edge","London","+44 20 8274 5757","http://www.merton.gov.uk/artsspace","","","","https://maps.google.com/?cid=3938966521093650628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4225096","-0.2078331","4.6","45","OPERATIONAL","Wandsworth"
"ChIJU4vAqA8JdkgRCfCAA4NwurE","Norman Plastow Gallery","Art & Culture","Art & Culture","Art gallery","26 Lingfield Rd, London","SW19 4QD","SW19","Wimbledon / Southfields edge","London","","http://wimbledonvht.org.uk/the-village-hall-gallery/","","","","https://maps.google.com/?cid=12806672198383235081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4232738","-0.2167356","","","OPERATIONAL","Wandsworth"
"ChIJIZgzCMwIdkgRlmyifz29-xQ","Stafford Gallery","Art & Culture","Art & Culture","Art gallery","41 Church Rd, London","SW19 5DQ","SW19","Wimbledon / Southfields edge","London","","http://www.staffordgallery.co.uk/","","","","https://maps.google.com/?cid=1512010171744939158&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.426316","-0.21687009999999998","","","OPERATIONAL","Wandsworth"
"ChIJp7UEpTYHdkgRLArhkgwiozY","The Gallery Art Studio","Art & Culture","Art & Culture","Art studio","Unit 10, The Long Shop, Abbey Mills, Merton Abbey Mills, London","SW19 2RD","SW19","Wimbledon / Southfields edge","London","+44 7792 681556","","","","","https://maps.google.com/?cid=3937027936651119148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4129936","-0.18317029999999998","5","1","OPERATIONAL","Wandsworth"
"ChIJIypnC80IdkgRS2tF3rwJ8y0","Tingari Arts of Central Australia & Eastern Desert Art","Art & Culture","Art & Culture","Art gallery","Parkside Ave, London","SW19 5ES","SW19","Wimbledon / Southfields edge","London","+44 20 8944 1396","http://www.aboriginal-artists.co.uk/","","","","https://maps.google.com/?cid=3311000857835039563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4289098","-0.2209301","5","4","OPERATIONAL","Wandsworth"
"ChIJecAKXR4GdkgRFRLu4PVCHmQ","Wheelhouse Art","Art & Culture","Art & Culture","Store","Merton Abbey Mills, Watermill Wy, London","SW19 2RD","SW19","Wimbledon / Southfields edge","London","+44 7812 131360","http://www.wheelhouseart.co.uk/","","","","https://maps.google.com/?cid=7214277276902232597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4134069","-0.1837075","4.7","24","OPERATIONAL","Wandsworth"
"ChIJK4TGCcwIdkgRUFL62Bgoc0I","Wimbledon Fine Art","Art & Culture","Art & Culture","Art gallery","Eldon House, 41 Church Rd, London","SW19 5DQ","SW19","Wimbledon / Southfields edge","London","+44 20 8944 6593","http://www.wimbledonfineart.com/","","","","https://maps.google.com/?cid=4788214916009579088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.426343200000005","-0.2168548","4.8","12","OPERATIONAL","Wandsworth"
"ChIJR-aiHMkIdkgRG05lpKOPzwI","Wimbledon Museum","Art & Culture","Art & Culture","Museum","22 Ridgway, London","SW19 4QN","SW19","Wimbledon / Southfields edge","London","","https://wimbledonsociety.org.uk/museum/","","","","https://maps.google.com/?cid=202538441255505435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4233354","-0.2166459","4.6","98","OPERATIONAL","Wandsworth"
"ChIJv81vHVgFdkgREMEFhfZpzC4","&BROWHAUS","Beauty & Wellness","Beauty & Wellness","Beauty salon","78 Balham High Rd, London","SW12 9AG","SW12","Balham","London","+44 20 3393 1238","https://andbrowhaus.com/","","","","https://maps.google.com/?cid=3372186728508277008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4466037","-0.1496881","4.9","366","OPERATIONAL","Wandsworth"
