cluster_id,cluster,cluster_diameter_km,mixed_enough,track,email_variant,name,street,address,postcode,phone,website,has_website,rating,reviews,placeId,googleMapsUri,lat,lng,why,email
crystal_palace_triangle,Crystal Palace — Church Rd / Westow Hill / Westow St,0.33,yes,specialty_food,commercial,GAIL's Bakery Crystal Palace,Westow Hill,"58-60 Westow Hill, London",SE19 1RX,+44 20 4546 8196,https://gails.com/pages/crystal-palace,yes,3.4,86,ChIJL2JCMRMBdkgRzhtYLSOLcuw,https://maps.google.com/?cid=17037833323496872910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.419560499999996,-0.0803552,specialty food (Bakery),
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,fashion,commercial,Brothers Green Vintage,Half Moon Ln,"4 Half Moon Ln, London",SE24 9HU,,https://brothersgreenuk.com/,yes,5,11,ChIJMbFoacQFdkgReKzUs9DYqSE,https://maps.google.com/?cid=2425708265197579384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.452655899999996,-0.1011131,vintage / boutique,
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,wine,commercial,Wild + Lees,Half Moon Ln,"2 Half Moon Ln, London",SE24 9HU,+44 7985 218570,http://www.wildandlees.com/,yes,4.8,87,ChIJD-64OXMEdkgRC456qxynh8Q,https://maps.google.com/?cid=14161471294867672587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4526037,-0.1011478,independent wine / bottle shop,
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,flowers,commercial,Brothers Green The Florist,Half Moon Ln,"4-6 Half Moon Ln, London",SE24 9HU,+44 7865 172138,http://www.brothersgreenuk.com/,yes,5,46,ChIJazsTkEoFdkgRoSYdM6W04Dk,https://maps.google.com/?cid=4170531876565231265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4526557,-0.1011126,florist,
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,books,commercial,The Paper Cat Children's Bookshop,Half Moon Ln,"25 Half Moon Ln, London",SE24 9JU,+44 20 4568 1309,https://www.papercatbookshop.co.uk/,yes,5,29,ChIJudsopR4FdkgRxoV1IRkEb4I,https://maps.google.com/?cid=9398735453327558086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.453076499999995,-0.0998852,bookshop,
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,books,commercial,Herne Hill Books,Railton Rd,"289 Railton Rd, London",SE24 0LY,+44 20 7998 1673,https://www.claphambooks.com/herne-hill,yes,4.5,42,ChIJCSCpJnMEdkgRLDbrqeB3B5I,https://maps.google.com/?cid=10522510861181597228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.453256599999996,-0.102883,bookshop,
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,specialty_food,commercial,Christopher's,Half Moon Ln,"145 Half Moon Ln, London",SE24 9JY,,https://www.christophers-bakery.com/,yes,4.4,204,ChIJYcwwmIoDdkgRCC4HcIPpeYM,https://maps.google.com/?cid=9473860041880055304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4533663,-0.0930599,specialty food (Bakery),
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,specialty_food,commercial,Blackbird Bakery Herne Hill,Railton Rd,"230 Railton Rd, London",SE24 0JT,+44 20 7095 8800,http://www.blackbirdbakerylondon.co.uk/,yes,3.8,361,ChIJLY9E3nIEdkgRraPhyUlJPsc,https://maps.google.com/?cid=14356993243372168109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4526827,-0.1022767,specialty food (Bakery),
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,specialty_food,commercial,GAIL's Bakery Herne Hill,Railton Rd,"214-216 Railton Rd, London",SE24 0JT,+44 20 3848 9716,https://gailsbread.co.uk/bakeries/herne-hill/,yes,3.6,158,ChIJSZfqN_UFdkgRNz00tMa0JX8,https://maps.google.com/?cid=9161927782474988855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.452968899999995,-0.10259399999999999,specialty food (Bakery),
herne_hill_station,Herne Hill — Half Moon Lane / Railton Rd,0.68,yes,specialty_food,commercial,Arapina Bakery - Herne Hill Market,Railton Rd,"Railton Rd, London",SE24 0JN,+44 20 8469 1764,https://arapina.co.uk/,yes,3.5,2,ChIJd7P8cu0FdkgRkwZisQatl6M,https://maps.google.com/?cid=11788080793922963091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4530062,-0.1025425,specialty food (Bakery),
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,wine,commercial,Ghost Whale,Atlantic Rd,"70 Atlantic Rd, London",SW9 8PX,+44 20 7207 1641,http://www.ghostwhalelondon.com/,yes,4.8,454,ChIJ09CeNW8EdkgR5JUbLsXdylg,https://maps.google.com/?cid=6398170059585066468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.460936,-0.1112,independent wine / bottle shop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,books,commercial,ABLE REBIRTH RECORDS,Coldharbour Ln,"0 1, Green Man Court, 229 Coldharbour Ln, London",SW9 8RR,+44 7950 756461,https://soloist.ai/ablerebirthrecords,yes,5,4,ChIJ51yHpd8FdkgRL59IKZvwtoY,https://maps.google.com/?cid=9707210596046905135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.465320899999995,-0.1030208,record / vinyl shop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,books,commercial,BookMongers,Coldharbour Ln,"439 Coldharbour Ln, London",SW9 8LN,+44 20 7738 4225,https://bookmongers.com/,yes,4.8,451,ChIJ1fPOjmgEdkgRRYpRE3705TM,https://maps.google.com/?cid=3739663887928232517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4614986,-0.1138935,bookshop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,wine,commercial,Bottle + Rye,Market Row,"Ground Floor, 404-406 Market Row, London",SW9 8LD,,http://www.bottleandrye.com/,yes,4.6,149,ChIJ30NQAHAFdkgRyEiuSYFeISI,https://maps.google.com/?cid=2459350780900952264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4617467,-0.11316980000000001,independent wine / bottle shop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,books,commercial,Round Table Books,Coldharbour Ln,"Brixton Village, 10-11 Granville Arcade, Coldharbour Ln, London",SW9 8PR,+44 20 7274 0030,http://roundtablebooks.co.uk/,yes,4.7,106,ChIJjYfNROgFdkgRU8pS_rm186U,https://maps.google.com/?cid=11958101246039214675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4622896,-0.1120188,bookshop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,fashion,commercial,Full Moon Designs,First Avenue,"8, Brixton Village, First Avenue, London",SW9 8PR,+44 7947 485376,http://fullmoondesigns.co.uk/,yes,4.8,53,ChIJZcf8qGgEdkgRriN3xuKHP08,https://maps.google.com/?cid=5710432260591133614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.462235500000006,-0.1119549,independent jewellery,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,fashion,commercial,Lalune London,Market Row,"Lalune, 24 Market Row, London",SW9 8LB,+44 7511 641910,http://lalunelondon.com/,yes,4.9,53,ChIJy6FSmoup2EcRUYrFLM0dels,https://maps.google.com/?cid=6591613771666786897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4619448,-0.11341769999999998,independent jewellery,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,books,commercial,Beautiful Books,Brixton Station Rd,"24 Brixton Station Rd, London",SW9 8PD,+44 20 7738 3302,http://lef-beautifulbooks.co.uk/,yes,4.8,28,ChIJq6qqqmcEdkgR2tfsTEIov5I,https://maps.google.com/?cid=10574214715312756698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4632139,-0.1134521,bookshop,
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,specialty_food,commercial,Guzzl,Coldharbour Ln,"9, Granville Arcade, Coldharbour Ln, London",SW9 8PR,+44 20 7346 8811,http://www.guzzl.club/,yes,5,24,ChIJGYz8qGgEdkgRyO7G5cCHNN0,https://maps.google.com/?cid=15939514243729518280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.46221440000001,-0.11192249999999998,specialty food (Deli),
brixton_village,Brixton Village — Market Row / Coldharbour Ln / Atlantic Rd,0.86,yes,specialty_food,commercial,IRENE,Coldharbour Ln,"Coldharbour Ln, London",SW9 8PS,+44 20 3659 0585,https://www.irenebakery.co.uk/,yes,4.4,61,ChIJoxr5r4cFdkgRQfcJW9FRavU,https://maps.google.com/?cid=17684036846441068353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.462472600000005,-0.1117127,specialty food (Bakery),
balham_hildreth,Balham — Hildreth St,0.04,no,wine,commercial,The Wine Tasting Shop,Hildreth St,"18 Hildreth St, London",SW12 9RQ,+44 20 8616 8658,http://www.thewinetastingshop.co.uk/,yes,4.7,154,ChIJL_8Jc88FdkgRSWULdbeDnRY,https://maps.google.com/?cid=1629603464143922505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.444353799999995,-0.1510148,independent wine / bottle shop,
balham_hildreth,Balham — Hildreth St,0.04,no,wine,commercial,Clapton Craft,Hildreth St,"28 Hildreth St, London",SW12 9RQ,+44 20 3489 5355,http://claptoncraft.co.uk/,yes,4.9,79,ChIJ8Vg_MuQFdkgRU8EleGV8wvQ,https://maps.google.com/?cid=17636795865985565011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.444223,-0.1507528,independent wine / bottle shop,
balham_hildreth,Balham — Hildreth St,0.04,no,specialty_food,commercial,Blackbird Bakery Balham,Hildreth St,"12 Hildreth St, London",SW12 9RQ,+44 20 8772 0097,http://www.blackbirdbakerylondon.co.uk/,yes,4.1,157,ChIJdY00cs8FdkgRhrsjD-ftWh0,https://maps.google.com/?cid=2115264551651097478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4443957,-0.15119539999999998,specialty food (Bakery),
balham_hildreth,Balham — Hildreth St,0.04,no,specialty_food,commercial,Buns From Home,Hildreth St,"16 Hildreth St, London",SW12 9RQ,,http://www.bunsfromhome.com/,yes,4.1,90,ChIJt2INm8IFdkgR3EgLU8GTC0c,https://maps.google.com/?cid=5119347859967920348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4443457,-0.1510744,specialty food (Bakery),
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,flowers,commercial,Birksen,Old Town,"40 Old Town, London",SW4 0LB,+44 20 7622 6466,http://birksen.com/,yes,4.9,76,ChIJScg6P60FdkgRJ3OstiLwZrU,https://maps.google.com/?cid=13071399000373752615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.463826,-0.141892,florist,
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,books,commercial,Clapham Books,The Pavement,"26 The Pavement, London",SW4 0JA,+44 20 7627 2797,http://www.claphambooks.com/,yes,4.8,85,ChIJkT9wA1IEdkgRElrn9RpkPng,https://maps.google.com/?cid=8664472800064920082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.462432299999996,-0.1402657,bookshop,
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,books,commercial,ChocoLit,Old Town,"14 Old Town, London",SW4 0JY,,http://www.chocolit.co.uk/,yes,4.9,17,ChIJT-aLK68FdkgR2lYolnYe6Dk,https://maps.google.com/?cid=4172618549432964826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4647084,-0.141437,bookshop,
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,specialty_food,commercial,Buddy's Bakery,The Pavement,"M Moen & Sons, 25 The Pavement, London",SW4 0JA,+44 7872 317846,https://www.instagram.com/buddys_deli_bakery?igsh=NHRvOHVlandkY2Mz,yes,4.5,94,ChIJQ9WYHUEFdkgRn5t282QYqQ4,https://maps.google.com/?cid=1056402409455524767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4623887,-0.14018529999999998,specialty food (Bakery),
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,specialty_food,commercial,GAIL's Bakery Clapham Old Town,Old Town,"10-12 Old Town, London",SW4 0JY,+44 20 4546 8137,https://gails.com/pages/clapham-old-town,yes,4.1,409,ChIJScceJq0FdkgRgfXhpuFFj8E,https://maps.google.com/?cid=13947443406459499905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.464743899999995,-0.14146599999999998,specialty food (Bakery),
clapham_old_town,Clapham Old Town — Old Town / The Pavement,0.28,no,specialty_food,commercial,M.Moen & Sons,The Pavement,"24 The Pavement, London",SW4 0JA,+44 20 7622 1626,http://moen.co.uk/,yes,4.2,212,ChIJ-fU8Vk0EdkgRivuciVRHV0I,https://maps.google.com/?cid=4780367957888662410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.462340999999995,-0.14013399999999998,specialty food (Butcher shop),
west_norwood_norwood_rd,West Norwood — Norwood Rd (SE27 parade only),0.33,no,flowers,commercial,Floral Hall,Norwood Rd,"370-372 Norwood Rd, London",SE27 9AA,+44 20 8670 3200,http://www.floralhall.co.uk/,yes,4.8,173,ChIJ_3ilGAMEdkgRvD_M-P89q4I,https://maps.google.com/?cid=9415687615548243900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4339109,-0.1038694,florist,
west_norwood_norwood_rd,West Norwood — Norwood Rd (SE27 parade only),0.33,no,specialty_food,commercial,Florentine Bakery,Norwood Rd,"463 Norwood Rd, London",SE27 9DJ,+44 20 8676 4906,http://www.florentine-bakery.co.uk/,yes,4.7,334,ChIJkZJZRWIFdkgRMGp8qaqY5s0,https://maps.google.com/?cid=14836713881174043184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.436389299999995,-0.10445829999999999,specialty food (Bakery),
west_norwood_norwood_rd,West Norwood — Norwood Rd (SE27 parade only),0.33,no,specialty_food,commercial,Blackbird Bakery West Norwood,Norwood Rd,"388 Norwood Rd, London",SE27 9AA,+44 20 8670 5874,http://www.blackbirdbakerylondon.co.uk/,yes,4,192,ChIJFbBkKKgGdkgRGtcY98v9lyc,https://maps.google.com/?cid=2853027941428287258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.433414899999995,-0.1038355,specialty food (Bakery),
west_norwood_norwood_rd,West Norwood — Norwood Rd (SE27 parade only),0.33,no,specialty_food,commercial,Platinum Bakery,Norwood Rd,"330 Norwood Rd, London",SE27 9AF,+44 20 8670 7722,http://www.platinumbakery.co.uk/,yes,4.5,78,ChIJy-BlQQMEdkgRq_zLf45H17I,https://maps.google.com/?cid=12886847536098966699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4351419,-0.1041694,specialty food (Bakery),
streatham_high_rd,Streatham High Road,0.91,no,fashion,commercial,The Tom Shop,Streatham High Rd,"117 Streatham High Rd, London",SW16 1HJ,+44 20 8769 5779,https://www.instagram.com/thetomshop,yes,4.7,56,ChIJvauKvoIGdkgRUTOrHJeU5So,https://maps.google.com/?cid=3091040096001667921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.429924299999996,-0.13011699999999998,independent jewellery,
streatham_high_rd,Streatham High Road,0.91,no,flowers,commercial,Luxe Petals London,Streatham High Rd,"Stonehills Mansions, 12 Streatham High Rd, London",SW16 1DB,+44 20 3759 1977,http://www.luxepetalslondon.com/,yes,4.3,82,ChIJO9TEkt8FdkgRJZaFwWSYAKo,https://maps.google.com/?cid=12249958544958658085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4377213,-0.1274082,florist,
streatham_high_rd,Streatham High Road,0.91,no,specialty_food,commercial,Bless Bakes,Streatham High Rd,"Previously in Tooting Market, Streatham High Rd, London",SW16 1DL,+44 7341 220494,https://blessbakes.co.uk/,yes,5,255,ChIJ6VM04q4HdkgRls434eahD5w,https://maps.google.com/?cid=11245384807560498838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4358674,-0.12740959999999998,specialty food (Bakery),
streatham_high_rd,Streatham High Road,0.91,no,specialty_food,commercial,Thompson Deli & Baker,Streatham High Rd,"Stonehills Mansions, 2 Streatham High Rd, London",SW16 1DB,,http://www.thompsondeliandbaker.co.uk/,yes,4,209,ChIJM8-ZvSUEdkgRBs6qOr86SHA,https://maps.google.com/?cid=8090781323568532998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51.4379164,-0.1273144,specialty food (Deli),
